video_id,guest_name,guest,guest_slug,transcription,text,y_log_pred,view_count_pred,is_synthetic,source_file,chunk_id,start_time,end_time,model_name,regressor_path,created_at
fK0nFEJi-Vi,Anne Applebaum,Anne Applebaum,anne-applebaum,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Anne Applebaum on Ukraine, Europe, Trump, and the Danger of Authoritarianism August 28, 2025 (Episode 295) Filmed August 27, 2025","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Anne Applebaum on Ukraine, Europe, Trump, and the Danger of Authoritarianism August 28, 2025 (Episode 295) Filmed August 27, 2025",9.811453819274902,18240,True,transcript_anne-applebaum.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.646082+00:00
mLxn6uQEHV5,Anne Applebaum,Anne Applebaum,anne-applebaum,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Anne Applebaum February 25, 2025 (Episode 284) Filmed Feb. 24, 2024","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Anne Applebaum February 25, 2025 (Episode 284) Filmed Feb. 24, 2024",9.651468276977539,15544,True,transcript_anne-applebaum-on-ukraine-europe-and-the-us.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.646531+00:00
w7M9-A1QzFY,Anne Applebaum,Anne Applebaum,anne-applebaum,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Anne Applebaum June 14, 2024 (Episode 267) Conversation with Anne Applebaum Filmed June 13, 2024","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Anne Applebaum June 14, 2024 (Episode 267) Conversation with Anne Applebaum Filmed June 13, 2024",9.592401504516602,14652,True,transcript_anne-applebaum-on-ukraine-russia-europe-and-the-us.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.646628+00:00
z2j92MVKvnK,John Bolton,John Bolton,john-bolton,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF John Bolton May 6, 2025 (Episode 289) Filmed May 5, 2025","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF John Bolton May 6, 2025 (Episode 289) Filmed May 5, 2025",9.288991928100586,10817,True,transcript_john-bolton-trump-100-days.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.646719+00:00
jxlQp213dKZ,James Carville,James Carville,james-carville,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF James Carville on Harris-Walz v. Trump- Vance August 7, 2024 (Episode 271)","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF James Carville on Harris-Walz v. Trump- Vance August 7, 2024 (Episode 271)",8.973528861999512,7890,True,transcript_james-carville-on-harris-walz-v-trump-vance.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.646884+00:00
K63x_FXJYH6,James Carville,James Carville,james-carville,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF James Carville May 30, 2024 (Episode 266) James Carville Conversation Filmed May 29, 2024","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF James Carville May 30, 2024 (Episode 266) James Carville Conversation Filmed May 29, 2024",8.966815948486328,7838,True,transcript_james-carville-on-biden-v-trump-2024.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.646985+00:00
zA3aCLbrNhA,Mark Esper,Mark Esper,mark-esper,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Mark Esper April 24, 2024 (Episode 263) Mark Esper Conversation Filmed April 17, 2024","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Mark Esper April 24, 2024 (Episode 263) Mark Esper Conversation Filmed April 17, 2024",8.961301803588867,7794,True,transcript_defense-secretary-mark-esper-on-trumps-first-term-and-a-second.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.647096+00:00
LkbI5YOBs9A,Robert Kagan,Robert Kagan,robert-kagan,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Robert Kagan May 15, 2024 (Episode 265)","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Robert Kagan May 15, 2024 (Episode 265)",8.691765785217285,5953,True,transcript_robert-kagan-on-anti-liberalism-in-america-from-the-1920s-to-the-2020s.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.647214+00:00
ekY_IugSGnl,Larry Summers,Larry Summers,larry-summers,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Larry Summers April 29, 2025 (Episode 288) Filmed April 28, 2025","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Larry Summers April 29, 2025 (Episode 288) Filmed April 28, 2025",8.620532035827637,5543,True,transcript_larry-summers-on-trump-tariffs-and-threats-to-the-economy.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.647338+00:00
HHiiszVzJoW,Jack Goldsmith,Jack Goldsmith,jack-goldsmith,"Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Harvard's Jack Goldsmith on the Coming Trump Presidency December 12, 2024 (Episode 279) Filmed December 11, 2024","Home Summaries Guest Biographies About Us Support Our Work Contact Search Home Summaries Guest Biographies About Us Support Our Work Contact Download PDF Harvard's Jack Goldsmith on the Coming Trump Presidency December 12, 2024 (Episode 279) Filmed December 11, 2024",8.507250785827637,4950,True,transcript_jack-goldsmith-on-the-coming-trump-presidency.yaml,0,,,sentence-transformers/all-MiniLM-L6-v2,runs/train_regressor_minilm_guestnorm_v1/ridge_regressor_guestnorm_v1.pkl,2025-09-09T23:42:37.647483+00:00
